Designator,Mid X,Mid Y,Rotation,Layer
C1,128.778,-148.9964,0.0,top
C2,145.354,-148.9964,0.0,top
C3,126.746,-151.384,0.0,top
C4,147.32,-151.384,0.0,top
C5,143.322,-151.384,0.0,top
C6,130.81,-151.384,180.0,top
DS1,137.16,-158.773,0.0,top
J1,137.2,-144.3,90.0,top
J2,120.65,-160.782,0.0,top
J3,153.67,-160.782,0.0,top
R1,140.335,-150.241,90.0,top
R2,138.176,-150.241,270.0,top
R3,136.017,-150.241,90.0,top
R4,133.858,-150.241,270.0,top
